,회사명,종목코드
2303,테스,095610
2304,텔레칩스,054450
2305,텔레필드,091440
2306,톱텍,108230
2307,티비씨,033830
2308,티플랙스,081150
2309,파나진,046210
2310,파이오링크,170790
2311,포비스티앤씨,016670
2312,포시에스,189690
2313,푸른기술,094940
2314,퓨전,195440
2315,프럼파스트,035200
2316,플리토,300080
2317,피제이전자,006140
2318,하림,136480
2319,하이록코리아,013030
2320,하이비젼시스템,126700
2321,하츠,066130
2322,한국기업평가,034950
2323,한국제6호스팩,281410
2324,한네트,052600
2325,한라IMS,092460
2326,한양이엔지,045100
2327,한프,066110
2328,해성산업,034810
2329,해성옵틱스,076610
2330,핸디소프트,220180
2331,행남사,008800
2332,홈센타홀딩스,060560
2333,화진,134780
2334,힘스,238490
2335,TS트릴리온,284610
2336,관악산업,076340
2337,라온테크,232680
2338,루켄테크놀러지스,162120
2339,메디젠휴먼케어,236340
2340,바이오코아,216400
2341,셀젠텍,258250
2342,에스케이씨에스,224020
2343,엔에스엠,238170
2344,원바이오젠,278380
2345,이노진,344860
2346,지앤이헬스케어,299480
2347,코셋,189350
2348,툴젠,199800
2349,파인이엠텍,278990
2350,한국미라클피플사,331660
2351,휴벡셀,212310
